stop_id,stop_name,route_id,hour,is_weekend,is_raining,is_holiday,peak_period,station_pressure,event_intensity,headway_minutes,occupancy_percent,occupancy_level
SP17,BUKIT JALIL,PH,4,0,0,0,0,2,1,12,59.82,4
KG34,STADIUM KAJANG,MRT,17,0,0,0,2,2,0,4,65.48,4
PY34,UPM,PYL,21,0,0,0,0,0,0,11,46.92,3
SP5,SULTAN ISMAIL,PH,13,0,0,0,0,0,0,12,48.68,3
PY28,TAMAN NAGA EMAS,PYL,17,1,1,0,1,0,0,8,34.51,3
SP17,BUKIT JALIL,PH,14,1,0,0,1,2,0,8,39.47,3
SP5,SULTAN ISMAIL,PH,19,0,0,0,2,0,0,5,50.31,3
PY24,CHAN SOW LIN,PYL,12,0,0,0,0,1,0,8,48.73,3
SP7,MASJID JAMEK,PH,12,1,0,0,1,4,1,12,76.25,4
KJ20,TAMAN JAYA,KJ,22,1,0,0,0,0,0,10,29.92,2
SP16,SUNGAI BESI,PH,5,1,1,0,0,1,0,14,48.22,3
KJ33,WAWASAN,KJ,21,0,0,0,0,0,0,10,44.12,3
SP19,AWAN BESAR,PH,0,0,0,0,0,0,0,15,44.65,3
KJ14,PASAR SENI,KJ,15,0,0,0,0,4,0,10,62.71,4
KJ20,TAMAN JAYA,KJ,19,0,0,0,2,0,0,6,54.76,3
SP31,PUTRA HEIGHTS,PH,4,0,0,0,0,1,0,16,63.24,4
KJ33,WAWASAN,KJ,13,1,1,0,1,0,0,9,43.97,3
SP12,CHERAS,PH,17,0,0,0,3,0,1,4,79.71,4
AG18,AMPANG,AG,23,0,0,0,0,0,0,11,48.66,3
PY19,RAJA UDA,PYL,17,0,0,0,3,0,0,4,55.16,3
AG15,PANDAN INDAH,AG,5,0,0,0,0,0,0,12,40.29,3
KG31,BUKIT DUKUNG,MRT,13,1,0,0,1,0,0,8,31.09,2
SP20,MUHIBBAH,PH,19,1,0,0,1,0,0,7,34.28,3
KJ12,DANG WANGI,KJ,1,0,0,0,0,0,0,15,46.96,3
PY17,TITIWANGSA,PYL,19,0,0,0,2,4,1,4,94.65,5
PY15,JALAN IPOH,PYL,21,0,0,0,0,0,0,11,41.46,3
PY23,TUN RAZAK EXCHANGE,PYL,3,0,0,0,0,4,0,10,65.85,4
MR1,KL SENTRAL,MR,18,0,0,0,2,4,2,5,100.0,5
KG18A,BUKIT BINTANG,MRT,4,0,1,0,0,3,0,11,73.38,4
KJ32,TAIPAN,KJ,18,0,1,0,3,0,0,4,68.71,4
KG21,COCHRANE,MRT,12,0,1,0,0,0,0,7,43.57,3
KG17,MERDEKA,MRT,5,0,0,0,0,1,0,15,62.45,4
KG20,TUN RAZAK EXCHANGE,MRT,1,0,0,0,0,4,0,15,72.3,4
AG15,PANDAN INDAH,AG,17,0,0,0,3,0,0,5,62.68,4
AG10,PUDU,AG,21,1,0,0,1,0,0,9,29.21,2
AG5,SULTAN ISMAIL,AG,16,0,0,0,2,0,0,7,50.78,3
PY41,PUTRAJAYA SENTRAL,PYL,20,1,0,0,1,0,0,8,33.28,3
KG30,BATU 11 CHERAS,MRT,4,0,0,0,0,0,0,10,38.6,3
KJ17,ABDULLAH HUKUM,KJ,17,0,0,0,2,3,1,4,82.48,5
PY08,SRI DAMANSARA TIMUR,PYL,5,1,0,0,0,0,0,10,33.24,3
MR3,MAHARAJALELA,MR,5,1,1,0,0,0,0,10,25.32,2
PY18,HOSPITAL KUALA LUMPUR,PYL,3,0,0,0,0,0,0,10,42.87,3
KG35,KAJANG,MRT,20,0,1,0,0,0,0,13,59.74,4
KG08,MUTIARA DAMANSARA,MRT,0,0,1,0,0,0,0,15,56.78,3
KJ14,PASAR SENI,KJ,3,0,0,0,0,4,0,16,81.03,4
SP27,BANDAR PUTERI,PH,3,0,0,0,0,0,0,17,45.05,3
KG25,TAMAN MUTIARA,MRT,16,0,0,0,2,0,0,4,58.24,4
PY33,SERDANG JAYA,PYL,15,1,0,0,1,0,0,7,30.96,2
SP29,PUCHONG PRIMA,PH,19,1,0,0,1,0,0,10,37.89,3
SP11,CHAN SOW LIN,PH,1,0,0,0,0,1,0,18,69.11,4
AG15,PANDAN INDAH,AG,0,0,0,0,0,0,0,14,44.99,3
PY07,SRI DAMANSARA SENTRAL,PYL,13,0,0,0,0,0,0,9,41.51,3
AG12,MIHARJA,AG,16,0,0,0,1,0,0,10,48.46,3
KJ21,ASIA JAYA,KJ,1,0,0,0,0,0,0,15,46.77,3
PY18,HOSPITAL KUALA LUMPUR,PYL,15,0,0,0,0,0,0,10,46.27,3
PY41,PUTRAJAYA SENTRAL,PYL,5,0,1,0,0,0,0,14,51.93,3
KJ34,USJ 21,KJ,15,0,0,0,0,0,0,10,41.66,3
SP28,PUCHONG PERDANA,PH,13,0,0,0,0,0,0,11,37.66,3
PY01,KWASA DAMANSARA,PYL,4,0,0,0,0,1,0,11,51.94,3
BRT1,SUNWAY-SETIA JAYA,BRT,17,0,1,0,3,0,0,7,66.56,4
PY28,TAMAN NAGA EMAS,PYL,13,0,1,0,0,0,0,10,40.23,3
AG11,CHAN SOW LIN,AG,23,0,0,0,0,1,1,16,63.98,4
PY20,AMPANG PARK,PYL,18,0,1,0,3,0,0,4,70.58,4
KG25,TAMAN MUTIARA,MRT,21,0,0,0,0,0,0,12,48.52,3
KJ23,TAMAN BAHAGIA,KJ,17,0,1,0,2,0,0,4,65.37,4
SP13,SALAK SELATAN,PH,21,0,1,0,0,0,0,11,51.31,3
PY34,UPM,PYL,17,1,0,0,1,0,0,8,31.19,2
PY19,RAJA UDA,PYL,2,0,0,0,0,0,0,12,32.98,3
KJ12,DANG WANGI,KJ,16,1,0,0,1,0,0,10,36.53,3
KG18A,BUKIT BINTANG,MRT,20,0,1,0,0,3,1,10,77.32,4
SP17,BUKIT JALIL,PH,5,0,0,0,0,2,0,11,49.16,3
MR10,CHOW KIT,MR,1,0,0,0,0,0,0,14,42.25,3
KG22,MALURI,MRT,22,0,0,0,0,1,0,10,44.72,3
KG25,TAMAN MUTIARA,MRT,14,0,0,0,0,0,0,10,40.89,3
PY17,TITIWANGSA,PYL,19,0,1,0,2,4,1,6,100.0,5
PY15,JALAN IPOH,PYL,20,0,0,0,0,0,0,11,42.84,3
SP28,PUCHONG PERDANA,PH,21,0,0,0,0,0,0,11,38.64,3
KG07,SURIAN,MRT,23,0,0,0,0,0,1,16,64.8,4
MR11,TITIWANGSA,MR,23,0,0,0,0,4,0,13,68.68,4
PY08,SRI DAMANSARA TIMUR,PYL,17,0,0,0,2,0,0,7,59.99,4
KG08,MUTIARA DAMANSARA,MRT,17,0,0,0,2,0,0,5,55.84,3
BRT5,SunU-Monash,BRT,15,0,0,0,0,0,0,10,40.01,3
SP28,PUCHONG PERDANA,PH,17,1,0,0,1,0,0,11,36.72,3
PY34,UPM,PYL,23,1,0,0,0,0,0,11,31.03,2
AG3,TITIWANGSA,AG,18,0,1,0,2,4,1,7,92.49,5
KJ20,TAMAN JAYA,KJ,22,0,1,0,0,0,0,11,43.57,3
KG08,MUTIARA DAMANSARA,MRT,4,0,0,0,0,0,0,15,57.02,3
PY40,CYBERJAYA CITY CENTRE,PYL,16,0,0,0,1,0,0,11,51.28,3
KJ35,ALAM MEGAH,KJ,22,0,1,0,0,0,0,16,46.78,3
KG35,KAJANG,MRT,15,0,0,0,0,0,0,7,42.78,3
AG2,SENTUL,AG,1,1,0,0,0,0,0,12,33.86,3
PY28,TAMAN NAGA EMAS,PYL,2,0,0,0,0,0,0,14,44.26,3
SP18,SRI PETALING,PH,14,0,0,0,0,0,0,12,41.3,3
AG8,PLAZA RAKYAT,AG,20,0,0,0,0,1,0,18,60.0,4
KJ31,USJ 7,KJ,5,0,1,0,0,1,0,17,75.38,4
PY23,TUN RAZAK EXCHANGE,PYL,12,1,1,0,1,4,1,8,73.21,4
PY10,KEPONG BARU,PYL,15,0,0,0,0,0,0,9,32.84,3
KG16,PASAR SENI,MRT,0,1,0,0,0,4,1,13,70.8,4
PY31,SERDANG RAYA UTARA,PYL,15,0,0,0,0,0,0,10,38.11,3
KJ25,LEMBAH SUBANG,KJ,13,1,0,0,1,0,0,7,33.76,3
AG10,PUDU,AG,1,0,0,0,0,0,1,13,47.76,3
AG1,SENTUL TIMUR,AG,19,0,0,0,2,0,0,6,59.03,4
AG8,PLAZA RAKYAT,AG,23,0,0,0,0,1,0,10,43.91,3
KJ25,LEMBAH SUBANG,KJ,13,0,0,0,0,0,0,8,41.42,3
KJ8,DAMAI,KJ,2,0,0,0,0,0,1,16,62.54,4
PY01,KWASA DAMANSARA,PYL,1,0,0,0,0,1,0,10,50.86,3
PY19,RAJA UDA,PYL,16,0,0,0,2,0,0,6,53.28,3
KG05,KWASA SENTRAL,MRT,4,0,0,0,0,0,0,12,41.81,3
AG5,SULTAN ISMAIL,AG,15,0,1,0,0,0,0,12,45.95,3
PY27,KUCHAI,PYL,12,1,0,0,1,0,0,9,39.57,3
KJ9,AMPANG PARK,KJ,23,0,1,0,0,0,0,12,54.26,3
KG35,KAJANG,MRT,5,0,0,0,0,0,0,13,50.2,3
AG4,PWTC,AG,17,0,1,1,3,0,0,5,68.47,4
PY33,SERDANG JAYA,PYL,13,1,0,0,1,0,0,9,38.49,3
KJ29,SS 15,KJ,13,0,1,0,0,2,0,8,50.19,3
BRT2,MENTARI,BRT,0,1,0,0,0,0,0,16,34.33,3
AG2,SENTUL,AG,19,0,0,0,2,0,0,6,55.36,3
PY31,SERDANG RAYA UTARA,PYL,0,1,0,0,0,0,1,13,46.03,3
KJ37,PUTRA HEIGHTS,KJ,4,0,1,0,0,1,0,12,58.94,4
SP1,SENTUL TIMUR,PH,15,1,0,0,1,0,0,8,24.9,2
KG21,COCHRANE,MRT,5,0,0,0,0,0,1,14,53.96,3
KJ29,SS 15,KJ,15,0,0,0,0,2,0,10,45.76,3
SP1,SENTUL TIMUR,PH,19,0,0,0,0,0,0,12,37.79,3
AG16,CEMPAKA,AG,22,1,1,0,0,0,1,17,56.49,3
KJ12,DANG WANGI,KJ,21,1,0,0,1,0,1,7,39.67,3
PY41,PUTRAJAYA SENTRAL,PYL,22,1,0,0,0,0,0,16,42.34,3
SP5,SULTAN ISMAIL,PH,18,0,1,0,2,0,0,5,56.13,3
SP9,HANG TUAH,PH,15,0,0,0,0,4,0,7,47.95,3
KJ1,GOMBAK,KJ,13,1,0,0,1,0,0,7,28.82,2
PY18,HOSPITAL KUALA LUMPUR,PYL,1,0,0,0,0,0,0,16,56.08,3
AG14,PANDAN JAYA,AG,0,0,1,0,0,0,0,12,46.91,3
KJ5,SETIAWANGSA,KJ,16,0,0,0,1,0,0,8,47.81,3
PY15,JALAN IPOH,PYL,15,0,1,0,0,0,0,10,47.97,3
SP13,SALAK SELATAN,PH,3,0,0,0,0,0,0,14,50.0,3
SP8,PLAZA RAKYAT,PH,22,0,0,0,0,1,0,15,61.6,4
AG11,CHAN SOW LIN,AG,21,0,0,0,0,1,0,16,56.19,3
KJ13,MASJID JAMEK,KJ,0,0,1,0,0,4,0,12,73.63,4
SP25,PUSAT BANDAR PUCHONG,PH,18,1,0,0,1,0,0,7,19.91,2
PY08,SRI DAMANSARA TIMUR,PYL,0,1,0,0,0,0,0,12,37.03,3
SP21,ALAM SUTERA,PH,21,0,0,0,0,0,0,16,48.64,3
SP13,SALAK SELATAN,PH,19,0,1,0,0,0,0,12,48.87,3
KJ17,ABDULLAH HUKUM,KJ,13,0,0,0,0,3,0,10,47.71,3
MR4,HANG TUAH,MR,12,0,1,0,0,4,0,12,62.33,4
SP11,CHAN SOW LIN,PH,3,1,0,0,0,1,0,11,39.86,3
KJ10,KLCC,KJ,15,0,0,0,0,3,0,10,56.18,3
KG13,PUSAT BANDAR DAMANSARA,MRT,15,0,1,0,0,0,0,7,45.18,3
MR5,IMBI,MR,16,0,0,0,1,0,0,12,47.68,3
KJ29,SS 15,KJ,14,0,0,0,0,2,0,9,52.36,3
AG15,PANDAN INDAH,AG,19,0,0,0,0,0,0,12,42.67,3
SP15,BANDAR TASIK SELATAN,PH,3,0,1,0,0,2,0,14,62.18,4
SP14,BANDAR TUN RAZAK,PH,18,1,0,0,1,0,0,12,35.37,3
KG16,PASAR SENI,MRT,4,0,0,0,0,4,0,15,80.97,4
KG22,MALURI,MRT,3,1,0,0,0,1,0,10,38.7,3
KG28,SRI RAYA,MRT,20,0,0,0,0,0,0,15,53.76,3
KG18A,BUKIT BINTANG,MRT,23,1,0,0,0,3,0,13,61.11,4
SP3,TITIWANGSA,PH,21,1,1,0,1,4,1,11,73.01,4
AG6,BANDARAYA - UOB,AG,18,0,0,0,3,0,0,4,61.46,4
KJ26,ARA DAMANSARA,KJ,21,1,0,0,1,0,0,8,31.19,2
PY11,JINJANG,PYL,20,1,0,0,1,0,0,11,32.71,3
KG26,TAMAN CONNAUGHT,MRT,3,0,0,0,0,0,0,15,56.7,3
KG23,TAMAN PERTAMA,MRT,14,0,0,0,0,0,0,7,33.22,3
PY22,CONLAY,PYL,21,1,1,0,1,0,0,8,42.24,3
KJ36,SUBANG ALAM,KJ,17,0,1,0,2,0,0,4,56.75,3
KG08,MUTIARA DAMANSARA,MRT,20,0,0,0,0,0,1,12,60.01,4
MR11,TITIWANGSA,MR,3,0,1,0,0,4,0,16,78.32,4
PY18,HOSPITAL KUALA LUMPUR,PYL,12,0,1,0,0,0,0,9,53.19,3
KG08,MUTIARA DAMANSARA,MRT,2,0,1,0,0,0,0,10,54.23,3
KG34,STADIUM KAJANG,MRT,3,1,1,0,0,2,0,16,58.05,4
AG17,CAHAYA,AG,13,0,1,0,0,0,0,11,52.51,3
SP19,AWAN BESAR,PH,16,0,0,0,2,0,0,4,52.25,3
KG06,KOTA DAMANSARA,MRT,4,1,1,0,0,0,0,11,36.01,3
SP14,BANDAR TUN RAZAK,PH,23,0,0,0,0,0,0,16,46.41,3
SP31,PUTRA HEIGHTS,PH,14,0,0,0,0,1,1,12,70.2,4
AG9,HANG TUAH,AG,14,0,1,0,0,4,0,12,73.08,4
SP15,BANDAR TASIK SELATAN,PH,2,0,0,0,0,2,0,14,47.56,3
AG16,CEMPAKA,AG,22,1,1,0,0,0,0,13,38.52,3
KJ21,ASIA JAYA,KJ,18,0,1,0,2,0,0,5,63.94,4
PY21,PERSIARAN KLCC,PYL,17,1,1,0,1,3,2,10,80.07,4
KG20,TUN RAZAK EXCHANGE,MRT,15,0,1,0,0,4,0,8,59.78,4
AG15,PANDAN INDAH,AG,23,1,0,0,0,0,0,11,25.93,2
AG6,BANDARAYA - UOB,AG,15,0,0,0,0,0,1,11,47.32,3
KG34,STADIUM KAJANG,MRT,16,1,0,0,1,2,0,9,50.34,3
KJ25,LEMBAH SUBANG,KJ,17,0,0,0,3,0,0,3,73.87,4
KJ18,KERINCHI,KJ,15,0,1,0,0,0,0,9,39.43,3
AG11,CHAN SOW LIN,AG,5,1,0,0,0,1,0,14,42.16,3
SP14,BANDAR TUN RAZAK,PH,23,0,1,0,0,0,0,10,40.79,3
PY03,KAMPUNG SELAMAT,PYL,12,1,0,0,1,0,0,11,38.33,3
SP12,CHERAS,PH,0,0,0,0,0,0,0,10,46.01,3
PY28,TAMAN NAGA EMAS,PYL,1,1,0,0,0,0,0,14,32.38,3
KG16,PASAR SENI,MRT,18,0,0,0,3,4,1,4,100.0,5
KG07,SURIAN,MRT,2,0,0,0,0,0,0,10,47.84,3
KJ32,TAIPAN,KJ,0,0,0,0,0,0,0,18,58.41,4
KG34,STADIUM KAJANG,MRT,14,1,0,0,1,2,0,8,44.05,3
KJ16,BANK RAKYAT BANGSAR,KJ,5,0,1,0,0,0,0,14,58.39,4
PY36,TAMAN EQUINE,PYL,16,0,0,0,2,0,0,7,64.78,4
KJ22,TAMAN PARAMOUNT,KJ,17,0,0,0,3,0,0,3,64.4,4
KG06,KOTA DAMANSARA,MRT,19,0,0,0,0,0,0,10,41.0,3
KG10,TAMAN TUN DR ISMAIL,MRT,18,0,0,0,3,0,0,3,61.69,4
KJ22,TAMAN PARAMOUNT,KJ,3,0,0,0,0,0,0,14,51.51,3
MR5,IMBI,MR,3,1,0,0,0,0,0,11,22.27,2
AG16,CEMPAKA,AG,23,0,0,0,0,0,0,12,44.0,3
AG14,PANDAN JAYA,AG,19,0,0,0,0,0,0,10,43.71,3
KJ20,TAMAN JAYA,KJ,17,1,0,0,1,0,0,9,38.25,3
KJ14,PASAR SENI,KJ,15,1,0,0,1,4,1,8,71.7,4
KJ23,TAMAN BAHAGIA,KJ,19,0,0,0,0,0,0,9,43.35,3
PY08,SRI DAMANSARA TIMUR,PYL,5,0,0,0,0,0,0,10,45.61,3
PY05,DAMANSARA DAMAI,PYL,1,0,0,0,0,0,0,11,47.49,3
MR4,HANG TUAH,MR,14,0,1,0,0,4,0,8,61.12,4
PY13,KAMPUNG BATU,PYL,23,0,0,0,0,0,0,12,44.98,3
AG6,BANDARAYA - UOB,AG,19,1,0,0,1,0,0,11,30.14,2
AG16,CEMPAKA,AG,3,1,0,0,0,0,0,10,29.84,2
AG9,HANG TUAH,AG,16,0,0,0,1,4,0,7,67.01,4
PY39,CYBERJAYA UTARA,PYL,21,0,1,0,0,0,0,13,50.73,3
AG17,CAHAYA,AG,16,1,0,0,1,0,0,9,38.93,3
SP18,SRI PETALING,PH,2,0,0,0,0,0,0,15,43.15,3
SP27,BANDAR PUTERI,PH,17,0,0,0,3,0,0,4,64.61,4
PY21,PERSIARAN KLCC,PYL,18,0,0,0,3,3,1,4,97.8,5
AG12,MIHARJA,AG,16,1,0,0,1,0,1,12,48.84,3
SP8,PLAZA RAKYAT,PH,23,1,0,0,0,1,0,14,50.97,3
KJ34,USJ 21,KJ,0,0,0,0,0,0,0,16,58.72,4
SP12,CHERAS,PH,0,1,1,0,0,0,0,17,51.38,3
AG3,TITIWANGSA,AG,3,0,1,0,0,4,0,11,59.85,4
SP3,TITIWANGSA,PH,19,1,0,0,1,4,1,12,72.79,4
KJ23,TAMAN BAHAGIA,KJ,20,0,0,0,0,0,0,14,47.34,3
SP6,BANDARAYA - UOB,PH,22,0,0,0,0,0,0,18,52.82,3
KJ1,GOMBAK,KJ,0,0,0,0,0,0,0,15,46.39,3
PY27,KUCHAI,PYL,12,0,0,0,0,0,0,8,41.35,3
KJ36,SUBANG ALAM,KJ,21,0,0,0,0,0,0,11,40.08,3
KJ6,JELATEK,KJ,12,0,0,0,0,0,0,7,37.76,3
PY19,RAJA UDA,PYL,13,0,0,0,0,0,0,7,28.28,2
SP18,SRI PETALING,PH,2,1,1,0,0,0,0,16,38.98,3
MR5,IMBI,MR,3,0,0,0,0,0,0,13,35.4,3
SP18,SRI PETALING,PH,18,0,0,0,3,0,0,5,65.33,4
PY27,KUCHAI,PYL,13,0,0,0,0,0,0,9,48.7,3
KG28,SRI RAYA,MRT,14,0,0,0,0,0,1,10,55.38,3
AG6,BANDARAYA - UOB,AG,12,0,0,0,0,0,0,9,31.02,2
KJ4,SRI RAMPAI,KJ,2,0,1,0,0,0,0,18,61.08,4
SP11,CHAN SOW LIN,PH,0,0,0,0,0,1,1,10,61.55,4
PY03,KAMPUNG SELAMAT,PYL,5,0,0,0,0,0,0,15,51.04,3
SP11,CHAN SOW LIN,PH,18,0,1,0,2,1,0,5,77.15,4
AG1,SENTUL TIMUR,AG,5,1,0,0,0,0,0,10,33.92,3
SP21,ALAM SUTERA,PH,5,1,1,0,0,0,0,18,53.77,3
PY39,CYBERJAYA UTARA,PYL,13,0,0,0,0,0,0,10,38.71,3
SP19,AWAN BESAR,PH,0,0,0,0,0,0,0,10,38.51,3
PY34,UPM,PYL,21,0,1,0,0,0,0,15,60.32,4
PY27,KUCHAI,PYL,20,1,0,0,1,0,0,8,39.36,3
KJ7,DATO' KERAMAT,KJ,14,1,0,0,1,0,0,9,34.15,3
PY13,KAMPUNG BATU,PYL,16,0,0,0,2,0,0,4,53.73,3
PY33,SERDANG JAYA,PYL,13,0,0,0,0,0,0,10,41.97,3
KJ8,DAMAI,KJ,4,0,0,0,0,0,0,12,41.41,3
PY11,JINJANG,PYL,17,1,0,0,1,0,0,8,26.05,2
MR7,RAJA CHULAN,MR,21,1,1,0,1,0,0,11,37.83,3
AG11,CHAN SOW LIN,AG,4,1,0,0,0,1,0,10,35.72,3
KJ13,MASJID JAMEK,KJ,3,0,0,0,0,4,0,12,67.52,4
PY01,KWASA DAMANSARA,PYL,14,0,1,0,0,1,0,11,51.0,3
SP5,SULTAN ISMAIL,PH,5,0,0,0,0,0,0,13,44.59,3
PY04,SUNGAI BULOH,PYL,23,0,1,0,0,0,0,11,52.53,3
KG13,PUSAT BANDAR DAMANSARA,MRT,12,0,0,0,0,0,0,8,35.65,3
KJ11,KAMPUNG BARU - CBP COOPBANK PERTAMA,KJ,0,0,0,0,0,0,0,11,36.95,3
KJ13,MASJID JAMEK,KJ,14,1,0,0,1,4,1,7,65.87,4
SP2,SENTUL,PH,1,0,1,0,0,0,1,10,48.64,3
PY14,KENTOMEN,PYL,21,1,1,0,1,0,0,8,41.23,3
SP4,PWTC,PH,12,0,0,0,0,0,0,9,35.87,3
SP5,SULTAN ISMAIL,PH,3,0,0,0,0,0,0,18,55.86,3
AG12,MIHARJA,AG,15,0,0,0,0,0,0,12,41.62,3
MR3,MAHARAJALELA,MR,2,0,0,0,0,0,0,16,43.2,3
SP31,PUTRA HEIGHTS,PH,20,1,0,0,1,1,0,9,50.28,3
KG16,PASAR SENI,MRT,18,0,0,0,3,4,1,3,100.0,5
KG21,COCHRANE,MRT,20,0,0,0,0,0,0,15,50.64,3
KG31,BUKIT DUKUNG,MRT,16,0,0,0,1,0,0,9,48.06,3
KG13,PUSAT BANDAR DAMANSARA,MRT,12,0,0,0,0,0,0,8,37.03,3
SP28,PUCHONG PERDANA,PH,15,0,0,0,0,0,0,8,35.98,3
BRT3,SUNWAY LAGOON,BRT,18,0,1,0,2,0,0,8,64.38,4
PY07,SRI DAMANSARA SENTRAL,PYL,18,0,1,0,3,0,0,4,68.88,4
AG11,CHAN SOW LIN,AG,16,1,0,0,1,1,0,11,42.25,3
AG18,AMPANG,AG,15,0,0,0,0,0,0,10,39.74,3
KJ3,WANGSA MAJU,KJ,12,1,1,0,1,2,0,9,50.64,3
BRT5,SunU-Monash,BRT,5,1,0,0,0,0,0,12,34.97,3
MR5,IMBI,MR,1,0,0,0,0,0,0,16,42.62,3
PY13,KAMPUNG BATU,PYL,23,0,0,0,0,0,0,14,48.04,3
SP28,PUCHONG PERDANA,PH,21,1,1,0,1,0,0,9,40.88,3
KJ27,CGC GLENMARIE,KJ,18,0,0,0,2,0,0,4,41.94,3
AG6,BANDARAYA - UOB,AG,14,0,1,0,0,0,0,7,31.16,2
KG17,MERDEKA,MRT,15,0,0,0,0,1,0,8,49.31,3
MR7,RAJA CHULAN,MR,15,1,0,0,1,0,0,9,35.47,3
KG34,STADIUM KAJANG,MRT,13,1,1,0,1,2,0,7,51.06,3
MR8,BUKIT NANAS,MR,2,0,1,0,0,0,0,14,51.69,3
PY10,KEPONG BARU,PYL,5,1,0,0,0,0,1,15,38.74,3
KJ32,TAIPAN,KJ,15,0,0,0,0,0,0,8,41.44,3
PY34,UPM,PYL,18,0,0,0,3,0,0,5,71.35,4
SP28,PUCHONG PERDANA,PH,5,1,1,0,0,0,0,16,40.53,3
MR11,TITIWANGSA,MR,12,0,1,0,0,4,0,11,70.55,4
KJ23,TAMAN BAHAGIA,KJ,16,0,0,0,1,0,0,10,54.33,3
KJ14,PASAR SENI,KJ,15,0,0,0,0,4,0,9,61.91,4
SP17,BUKIT JALIL,PH,19,0,0,0,0,2,1,7,54.53,3
PY13,KAMPUNG BATU,PYL,20,0,0,0,0,0,0,14,51.22,3
SP1,SENTUL TIMUR,PH,22,1,1,0,0,0,0,15,33.83,3
PY03,KAMPUNG SELAMAT,PYL,19,0,1,0,2,0,0,5,60.07,4
AG6,BANDARAYA - UOB,AG,22,0,0,0,0,0,0,16,44.0,3
SP26,TAMAN PERINDUSTRIAN PUCHONG,PH,0,0,0,0,0,0,0,13,39.38,3
PY39,CYBERJAYA UTARA,PYL,19,0,0,0,0,0,0,7,32.66,3
MR7,RAJA CHULAN,MR,22,0,0,0,0,0,0,18,46.65,3
KJ37,PUTRA HEIGHTS,KJ,20,0,0,0,0,1,0,10,50.25,3
SP20,MUHIBBAH,PH,4,0,0,0,0,0,0,14,48.2,3
SP2,SENTUL,PH,3,1,1,0,0,0,0,15,35.04,3
KJ15,KL SENTRAL - REDONE,KJ,17,0,0,0,2,4,1,5,100.0,5
AG9,HANG TUAH,AG,4,0,0,0,0,4,0,15,72.21,4
KJ11,KAMPUNG BARU - CBP COOPBANK PERTAMA,KJ,23,0,1,0,0,0,0,16,51.61,3
KJ12,DANG WANGI,KJ,19,0,0,0,0,0,0,7,32.27,3
KJ5,SETIAWANGSA,KJ,14,0,0,0,0,0,0,7,28.89,2
KJ29,SS 15,KJ,18,0,0,0,3,2,1,3,91.71,5
SP14,BANDAR TUN RAZAK,PH,17,1,0,0,1,0,0,11,27.55,2
SP16,SUNGAI BESI,PH,2,0,0,0,0,1,0,15,48.56,3
MR1,KL SENTRAL,MR,2,1,1,0,0,4,0,13,69.53,4
SP18,SRI PETALING,PH,12,0,1,0,0,0,0,12,46.12,3
PY23,TUN RAZAK EXCHANGE,PYL,13,1,0,0,1,4,1,8,72.37,4
KG34,STADIUM KAJANG,MRT,0,0,0,0,0,2,1,14,78.47,4
MR11,TITIWANGSA,MR,14,0,0,0,0,4,0,11,57.24,3
SP21,ALAM SUTERA,PH,23,1,1,0,0,0,0,14,44.56,3
KG22,MALURI,MRT,4,0,0,0,0,1,0,16,58.05,4
AG5,SULTAN ISMAIL,AG,23,1,0,0,0,0,0,17,34.76,3
PY37,PUTRA PERMAI,PYL,18,1,1,0,1,0,0,11,32.67,3
PY01,KWASA DAMANSARA,PYL,3,0,0,0,0,1,1,11,61.05,4
KG13,PUSAT BANDAR DAMANSARA,MRT,4,1,1,0,0,0,0,13,39.92,3
MR2,TUN SAMBANTHAN,MR,3,1,0,0,0,0,0,12,18.5,2
SP12,CHERAS,PH,4,0,0,0,0,0,0,11,46.07,3
KG13,PUSAT BANDAR DAMANSARA,MRT,22,0,0,0,0,0,0,11,38.36,3
KG27,TAMAN SUNTEX,MRT,18,0,0,0,3,0,0,4,69.61,4
KG14,SEMANTAN,MRT,16,1,1,0,1,0,0,9,44.16,3
KJ6,JELATEK,KJ,16,0,0,0,1,0,0,7,45.86,3
SP2,SENTUL,PH,17,0,1,0,2,0,0,4,58.47,4
MR1,KL SENTRAL,MR,18,0,1,0,2,4,1,5,100.0,5
PY08,SRI DAMANSARA TIMUR,PYL,13,1,0,0,1,0,0,7,39.61,3
SP13,SALAK SELATAN,PH,5,0,1,0,0,0,0,16,64.0,4
SP1,SENTUL TIMUR,PH,3,0,0,0,0,0,0,14,37.98,3
SP12,CHERAS,PH,22,0,0,0,0,0,0,14,50.46,3
KJ9,AMPANG PARK,KJ,18,0,0,0,3,0,0,4,69.89,4
PY31,SERDANG RAYA UTARA,PYL,16,0,1,0,1,0,1,9,59.4,4
PY10,KEPONG BARU,PYL,12,0,0,0,0,0,0,9,35.11,3
AG2,SENTUL,AG,21,0,0,0,0,0,0,14,47.43,3
SP29,PUCHONG PRIMA,PH,5,0,0,0,0,0,0,17,55.68,3
KG26,TAMAN CONNAUGHT,MRT,23,0,0,0,0,0,0,13,48.86,3
MR7,RAJA CHULAN,MR,3,0,0,0,0,0,0,10,32.76,3
KJ27,CGC GLENMARIE,KJ,1,0,0,0,0,0,0,17,52.49,3
MR4,HANG TUAH,MR,13,1,0,0,1,4,1,11,65.29,4
PY14,KENTOMEN,PYL,3,0,0,0,0,0,0,16,53.99,3
